TileIndex,Red,Green,Blue
1657,96,89,82
1658,126,132,135
1659,122,132,109
1660,146,151,126
1661,51,55,62
1662,115,136,154
1663,101,102,91
1664,87,75,68
1665,35,35,35
1666,19,14,15
1667,134,141,145
1668,100,90,82
1669,130,127,109
1670,121,111,105
1671,87,97,104
1672,157,145,135
1673,38,35,44
1674,84,84,80
1675,92,97,86
1676,121,117,107
1677,94,94,94
1678,180,181,176
1679,100,82,68
1680,65,89,51
1681,137,134,118
1682,134,141,145
1683,157,177,144
1684,129,113,101
1685,111,126,137
1686,177,182,200
1687,182,171,164
1688,93,106,109
1689,146,137,81
1690,202,204,205
1691,128,115,107
1692,158,149,143
1693,41,63,36
1694,121,121,121
1695,93,108,83
1696,138,131,129
1697,160,141,138
1698,87,78,80
1699,99,66,47
1700,96,86,88
1701,102,127,137
1702,173,190,206
1703,71,108,145
1704,131,122,124
1705,181,181,182
1706,108,135,128
1707,88,91,98
1708,126,101,106
1709,111,102,82
1710,86,85,82
1711,60,98,146
1712,120,131,138
1713,101,103,101
1714,187,166,154
1715,150,93,43
1716,144,139,137
1717,130,136,120
1718,171,165,156
1719,97,141,187
1720,149,149,147
1721,187,187,187
1722,171,165,156
1723,104,114,121
1724,166,165,167
1725,83,119,123
1726,134,146,155
1727,126,138,150
1728,29,35,50
1729,102,126,170
1730,193,202,204
1731,144,111,91
1732,181,182,178
1733,123,157,195
1734,56,42,70
1735,116,122,129
1736,178,168,146
1737,167,126,107
1738,88,91,98
1739,136,135,144
1740,109,118,128
1741,119,58,37
1742,188,178,170
1743,162,172,129
1744,120,108,78
1745,145,135,125
1746,180,147,92
1747,72,82,81
1748,200,196,181
1749,134,124,103
1750,46,64,47
1751,120,102,90
1752,136,143,132
1753,187,166,154
1754,123,114,100
1755,138,142,152
1756,104,106,103
1757,104,72,57
1758,70,80,84
1759,162,163,168
1760,174,157,143
1761,157,163,171
1762,69,64,58
1763,142,169,168
1764,140,128,121
1765,96,135,162
1766,139,152,161
1767,117,115,115
1768,87,91,85
1769,94,67,57
1770,122,128,115
1771,36,29,79
1772,162,152,154
1773,93,93,93
1774,98,92,85
1775,152,171,181
1776,153,140,132
1777,73,68,67
1778,66,76,90
1779,178,177,173
1780,125,112,83
1781,75,87,108
1782,136,132,131
1783,90,82,82
1784,124,119,124
1785,132,126,48
1786,156,163,176
1787,113,142,187
1788,122,132,109
1789,186,182,178
1790,116,135,137
1791,109,110,105
1792,135,127,123
1793,197,180,173
1794,67,58,72
1795,156,162,146
1796,123,130,130
1797,124,136,140
1798,126,156,160
1799,109,108,115
1800,146,126,98
1801,121,120,129
1802,51,77,90
1803,165,136,121
1804,96,135,162
1805,87,78,80
1806,124,137,148
1807,107,136,129
1808,121,127,134
1809,81,134,175
1810,59,59,59
1811,159,134,109
1812,136,104,85
1813,123,157,195
1814,72,72,72
1815,123,157,195
1816,106,101,90
1817,117,104,98
1818,151,151,151
1819,32,31,36
1820,113,111,109
1821,137,138,138
1822,119,126,120
1823,50,77,98
1824,57,58,56
1825,111,95,68
1826,113,116,113
1827,141,140,104
1828,106,125,136
1829,75,75,75
1830,140,141,136
1831,131,131,131
1832,149,162,168
1833,101,76,54
1834,146,111,75
1835,120,117,67
1836,141,136,121
1837,83,101,93
1838,47,47,47
1839,117,99,87
1840,62,53,62
1841,14,12,36
1842,120,125,119
1843,177,182,200
1844,186,163,137
1845,187,187,187
1846,168,163,175
1847,98,91,88
1848,153,169,173
1849,90,90,90
1850,209,209,209
1851,58,67,74
1852,109,126,124
1853,139,141,152
1854,146,145,148
1855,116,135,137
1856,183,155,160
1857,76,98,129
1858,130,130,130
1859,91,136,132
1860,178,165,151
1861,189,189,182
1862,111,102,82
1863,87,97,104
1864,111,126,137
1865,167,182,182
1866,70,80,84
1867,128,115,108
1868,124,136,140
1869,189,131,93
1870,133,135,129
1871,149,162,168
1872,203,170,132
1873,122,128,115
1874,79,80,81
1875,141,162,151
1876,59,57,31
1877,129,121,124
1878,164,151,136
1879,76,113,96
1880,143,143,145
1881,154,96,65
1882,66,74,62
1883,82,113,108
1884,126,107,82
1885,111,71,46
1886,153,136,113
1887,51,77,90
1888,165,151,156
1889,61,70,70
1890,30,34,38
1891,96,93,86
1892,145,135,125
1893,137,140,154
1894,151,147,111
1895,100,103,92
1896,91,87,83
1897,69,61,64
1898,42,85,109
1899,165,162,160
1900,69,64,58
1901,87,91,85
1902,144,111,91
1903,142,102,98
1904,164,144,130
1905,179,177,171
1906,56,42,70
1907,136,135,144
1908,40,76,93
1909,205,205,205
1910,131,137,126
1911,138,123,115
1912,149,145,136
1913,134,98,69
1914,46,64,47
1915,96,135,162
1916,133,133,133
1917,205,179,156
1918,168,163,175
1919,112,98,86
1920,133,123,105
1921,155,142,144
1922,150,192,239
1923,76,97,115
1924,157,164,169
1925,149,104,58
1926,122,122,122
1927,168,161,160
1928,75,78,67
1929,99,106,95
1930,150,117,57
1931,158,145,129
1932,105,87,68
1933,157,177,144
1934,102,126,170
1935,136,140,144
1936,93,108,83
1937,107,136,129
1938,58,67,74
1939,115,134,129
1940,107,125,130
1941,96,96,96
1942,154,51,75
1943,123,157,195
1944,137,134,118
1945,188,184,167
1946,150,93,43
1947,78,77,75
1948,107,103,88
1949,123,134,117
1950,132,127,134
1951,25,51,52
1952,129,107,95
1953,100,104,79
1954,192,166,142
1955,129,155,166
1956,141,116,106
1957,156,148,122
1958,176,164,127
1959,150,170,158
1960,117,99,87
1961,146,128,113
1962,50,77,98
1963,135,127,123
1964,90,90,90
1965,74,74,74
1966,115,114,117
1967,179,171,152
1968,46,64,47
1969,136,143,132
1970,84,98,63
1971,58,49,39
1972,71,80,54
1973,93,114,141
1974,182,171,164
1975,66,74,62
1976,88,107,104
1977,111,112,98
1978,99,106,95
1979,97,93,82
1980,184,192,128
1981,215,208,202
1982,150,155,149
1983,124,124,124
1984,138,136,121
1985,93,106,109
1986,87,97,107
1987,155,142,144
1988,160,155,152
1989,151,153,147
1990,79,80,81
1991,169,162,143
1992,112,98,86
1993,133,132,119
1994,92,101,98
1995,42,85,109
1996,105,87,68
1997,157,177,144
1998,115,130,129
