TileIndex,Red,Green,Blue
1661,112,94,54
1662,104,87,42
1663,106,90,38
1664,112,96,51
1665,129,110,77
1666,156,135,110
1667,106,95,62
1668,146,128,109
1669,119,96,75
1670,129,116,108
1671,46,35,37
1672,90,72,46
1673,134,107,102
1674,126,108,88
1675,109,92,46
1676,110,97,40
1677,59,52,20
1678,29,23,10
1679,20,16,5
1680,166,144,101
1681,130,108,86
1682,107,84,56
1683,113,89,59
1684,137,117,85
1685,130,115,92
1686,109,91,70
1687,116,97,67
1688,126,103,70
1689,169,140,98
1690,175,151,109
1691,151,135,66
1692,149,139,61
1693,144,140,56
1694,148,138,55
1695,140,129,35
1696,129,123,41
1697,163,164,38
1698,167,162,48
1699,164,154,58
1700,152,138,58
1701,150,131,59
1702,186,162,106
1703,202,179,140
1704,192,174,138
1705,177,156,127
1706,171,157,122
1707,164,149,113
1708,167,148,116
1709,175,154,103
1710,171,151,57
1711,155,131,44
1712,144,126,40
1713,136,114,47
1714,143,120,71
1715,130,107,78
1716,120,98,72
1717,113,100,64
1718,115,109,66
1719,150,136,115
1720,200,186,179
1721,186,174,163
1722,161,148,142
1723,143,130,117
1724,112,100,79
1725,79,70,46
1726,142,136,131
1727,96,96,89
1728,114,100,91
1729,113,94,67
1730,178,165,167
1731,133,124,125
1732,105,83,69
1733,101,82,62
1734,139,126,111
1735,80,62,39
1736,21,19,11
1737,12,11,5
1738,12,8,7
1739,20,16,8
1740,183,165,157
1741,178,157,142
1742,166,146,103
1743,134,111,72
1744,47,36,25
1745,32,27,18
1746,174,150,101
1747,196,164,136
1748,189,149,122
1749,210,167,158
1750,189,156,144
1751,151,125,85
1752,129,127,36
1753,110,126,40
1754,138,131,94
1755,121,119,38
1756,122,120,53
1757,85,85,48
1758,76,70,38
1759,92,90,36
1760,115,103,40
1761,134,116,55
1762,128,105,52
1763,125,100,61
1764,122,103,73
1765,148,125,118
1766,148,130,117
1767,163,146,137
1768,157,139,104
1769,128,114,39
1770,126,112,28
1771,115,95,29
1772,127,104,35
1773,132,103,56
1774,135,110,62
1775,115,94,41
1776,139,117,68
1777,121,101,55
1778,130,116,87
1779,157,146,135
1780,193,185,184
1781,231,224,231
1782,230,224,235
1783,197,191,198
1784,140,135,136
1785,165,163,164
1786,195,192,198
1787,222,219,226
1788,218,216,222
1789,200,194,188
1790,193,180,181
1791,183,173,175
1792,169,156,148
1793,133,121,105
1794,134,115,90
1795,58,44,30
1796,34,25,15
1797,30,22,13
1798,37,28,23
1799,125,111,93
1800,155,144,138
1801,174,158,152
1802,161,145,82
1803,161,141,34
1804,162,148,75
1805,114,102,37
1806,153,124,44
1807,139,115,78
1808,116,100,77
1809,103,95,56
1810,63,58,28
1811,43,37,14
1812,137,120,35
1813,162,142,74
1814,119,97,86
1815,99,79,52
1816,103,83,60
1817,97,83,61
1818,95,83,59
1819,70,61,40
1820,71,69,30
1821,87,80,29
1822,104,89,41
1823,107,87,55
1824,99,84,67
1825,182,164,166
1826,146,129,130
1827,136,121,124
1828,108,91,50
1829,118,101,35
1830,71,61,28
1831,63,55,32
1832,67,56,41
1833,98,84,75
1834,97,79,67
1835,100,80,50
1836,125,107,62
1837,133,120,38
1838,123,100,45
1839,102,86,57
1840,143,136,116
1841,178,170,179
1842,226,220,232
1843,223,222,231
1844,203,201,208
1845,219,215,226
1846,237,234,242
1847,233,230,236
1848,214,209,216
1849,204,199,204
1850,196,190,194
1851,191,181,185
1852,167,157,146
1853,160,155,141
1854,145,133,112
1855,125,105,77
1856,120,100,60
1857,119,98,64
1858,85,67,47
1859,81,65,53
1860,63,59,48
1861,93,85,75
1862,133,119,105
1863,156,140,86
1864,85,79,23
1865,130,124,35
1866,66,56,19
1867,39,32,10
1868,65,57,28
1869,108,91,45
1870,141,121,37
1871,155,136,35
1872,109,89,26
1873,155,137,37
1874,94,75,21
1875,58,43,17
1876,51,35,13
1877,71,51,30
1878,73,58,28
1879,44,32,22
1880,35,33,26
1881,39,38,24
1882,142,131,131
1883,215,193,201
1884,222,203,209
1885,221,202,208
1886,151,134,141
1887,125,113,103
1888,88,77,52
1889,81,74,57
1890,51,48,45
1891,50,45,41
1892,44,39,22
1893,48,43,31
1894,42,36,28
1895,55,45,36
1896,54,47,20
1897,52,47,19
1898,82,74,45
1899,92,80,71
1900,127,118,109
1901,205,198,207
1902,241,233,238
1903,246,241,246
1904,250,246,249
1905,247,245,250
1906,243,241,247
1907,228,226,231
1908,235,232,240
1909,228,222,234
1910,210,207,208
1911,185,180,182
1912,165,159,159
1913,170,169,172
1914,189,187,190
1915,180,171,170
1916,151,141,113
1917,139,125,88
1918,141,121,80
1919,150,129,91
1920,10,4,4
1921,17,12,7
1922,69,66,58
1923,156,141,110
1924,158,143,73
1925,53,52,21
1926,54,43,20
1927,146,131,38
1928,157,140,41
1929,150,130,35
1930,142,120,33
1931,154,125,24
1932,138,106,32
1933,156,125,28
1934,184,155,31
1935,168,157,31
1936,129,123,38
1937,133,129,34
1938,136,120,46
1939,117,96,83
1940,169,159,171
1941,157,150,158
1942,215,194,205
1943,210,189,199
1944,207,190,197
1945,246,229,236
1946,239,222,229
1947,214,199,205
1948,187,173,174
1949,140,127,128
1950,95,86,75
1951,72,63,58
1952,62,55,47
1953,79,76,74
1954,68,60,56
1955,88,77,66
1956,92,82,65
1957,96,91,77
1958,120,116,105
1959,140,136,131
1960,161,157,158
1961,176,169,173
1962,190,181,180
1963,192,188,193
1964,210,204,214
1965,227,221,231
1966,220,218,226
1967,208,203,213
1968,216,213,223
1969,223,218,228
1970,218,213,225
1971,207,205,214
1972,200,200,203
1973,205,204,208
1974,193,190,197
1975,184,180,183
1976,172,168,164
1977,167,158,147
1978,160,143,123
1979,151,136,102
1980,3,2,4
1981,6,5,2
1982,9,9,4
1983,38,32,17
1984,95,84,47
1985,134,119,50
1986,133,126,39
1987,132,104,31
1988,139,118,24
1989,130,119,30
1990,95,84,27
1991,106,85,23
1992,137,111,28
1993,161,142,21
1994,186,177,27
1995,166,174,32
1996,146,139,37
1997,44,35,18
1998,48,51,32
1999,142,130,125
2000,239,225,234
2001,242,225,236
2002,195,177,189
2003,181,165,177
2004,210,192,203
2005,238,220,231
2006,231,213,224
2007,223,206,217
2008,199,183,190
2009,169,147,146
2010,121,98,79
2011,123,100,84
2012,150,118,92
2013,151,119,94
2014,129,105,82
2015,126,106,81
2016,132,111,84
2017,142,124,106
2018,151,139,132
2019,159,141,122
2020,156,133,99
2021,161,142,119
2022,168,167,167
2023,168,164,159
2024,150,151,138
2025,138,137,126
2026,152,147,138
2027,150,144,134
2028,147,144,137
2029,174,171,167
2030,185,183,180
2031,190,190,188
2032,199,197,202
2033,185,180,184
2034,176,174,172
2035,171,170,167
2036,159,158,149
2037,146,143,133
2038,132,127,115
2039,111,107,86
2040,4,1,4
2041,1,3,0
2042,2,2,0
2043,9,8,6
2044,70,60,27
2045,129,116,34
2046,99,87,32
2047,74,70,17
2048,123,112,28
2049,119,109,25
2050,97,88,26
2051,102,84,27
2052,150,128,35
2053,187,177,26
2054,135,131,27
2055,112,114,29
2056,94,88,35
2057,78,63,49
2058,124,107,102
2059,146,126,127
2060,191,177,186
2061,233,217,227
2062,239,223,234
2063,182,166,177
2064,216,198,210
2065,227,209,220
2066,224,210,220
2067,227,212,222
2068,235,219,229
2069,143,131,133
2070,53,38,31
2071,149,114,104
2072,149,118,98
2073,149,118,89
2074,144,118,92
2075,147,128,114
2076,166,149,139
2077,176,157,142
2078,160,139,113
2079,132,109,87
2080,110,87,67
2081,129,98,60
2082,122,106,76
2083,94,86,68
2084,111,100,100
2085,117,108,104
2086,105,94,86
2087,98,91,85
2088,110,104,95
2089,97,91,74
2090,110,103,84
2091,129,120,99
2092,152,141,130
2093,140,132,120
2094,124,118,99
2095,136,129,112
2096,128,119,100
2097,105,97,74
2098,94,86,60
2099,83,75,45
2100,23,18,18
2101,1,2,2
2102,2,1,3
2103,1,1,1
2104,105,95,37
2105,107,99,34
2106,82,69,29
2107,71,63,22
2108,74,64,25
2109,41,32,11
2110,62,49,19
2111,96,84,35
2112,92,88,29
2113,83,86,27
2114,91,89,30
2115,100,88,40
2116,81,73,52
2117,104,92,85
2118,148,133,136
2119,168,156,164
2120,192,176,188
2121,235,219,229
2122,246,231,240
2123,227,212,221
2124,237,223,232
2125,247,234,243
2126,251,241,248
2127,250,238,245
2128,234,217,230
2129,110,102,111
2130,114,100,104
2131,170,137,126
2132,155,133,124
2133,161,130,114
2134,162,139,124
2135,163,148,141
2136,175,160,160
2137,145,131,125
2138,80,70,47
2139,57,46,41
2140,72,65,56
2141,81,67,54
2142,40,26,19
2143,113,105,104
2144,144,136,141
2145,109,107,109
2146,108,98,100
2147,86,78,74
2148,62,64,53
2149,62,59,47
2150,77,70,45
2151,101,85,58
2152,108,92,67
2153,101,89,63
2154,98,89,63
2155,101,94,68
2156,94,81,56
2157,89,75,43
2158,93,76,39
2159,95,82,44
2160,30,27,20
2161,1,2,3
2162,1,1,3
2163,3,2,2
2164,38,31,13
2165,65,67,19
2166,91,81,26
2167,80,74,25
2168,50,46,23
2169,56,49,31
2170,82,69,26
2171,63,64,25
2172,34,38,13
2173,13,19,8
2174,45,41,31
2175,87,77,75
2176,163,155,159
2177,188,180,196
2178,189,181,197
2179,200,189,201
2180,233,218,230
2181,251,236,246
2182,254,243,248
2183,254,245,248
2184,254,246,249
2185,254,245,249
2186,250,239,245
2187,249,237,243
2188,250,234,245
2189,243,229,243
2190,225,213,227
2191,172,153,155
2192,163,143,133
2193,164,133,112
2194,167,145,132
2195,214,202,204
2196,245,233,241
2197,178,170,179
2198,39,38,35
2199,21,17,19
2200,13,9,7
2201,7,8,6
2202,16,10,12
2203,108,94,88
2204,198,182,189
2205,113,91,73
2206,100,81,44
2207,116,89,60
2208,108,99,93
2209,114,108,98
2210,109,95,76
2211,105,90,57
2212,101,86,56
2213,89,78,52
2214,99,87,67
2215,101,87,77
2216,118,108,101
2217,112,99,86
2218,107,91,72
2219,75,66,36
2220,40,33,22
2221,4,3,4
2222,4,3,1
2223,7,6,6
2224,36,34,25
2225,19,19,11
2226,40,30,15
2227,47,39,18
2228,59,54,38
2229,41,35,17
2230,37,37,19
2231,16,17,11
2232,9,9,6
2233,29,31,38
2234,120,120,136
2235,170,170,183
2236,214,205,222
2237,236,223,240
2238,230,216,231
2239,232,218,233
2240,244,230,244
2241,251,235,245
2242,253,242,247
2243,252,243,246
2244,252,240,244
2245,245,233,237
2246,233,221,225
2247,241,227,233
2248,246,231,238
2249,242,227,236
2250,248,234,245
2251,238,229,237
2252,203,191,191
2253,184,158,153
2254,196,178,179
2255,214,203,211
2256,218,207,216
2257,193,186,197
2258,92,87,94
2259,35,28,27
2260,25,18,17
2261,33,29,27
2262,64,57,58
2263,129,113,114
2264,187,170,176
2265,125,105,84
2266,90,67,38
2267,107,74,41
2268,114,90,71
2269,151,139,139
2270,138,125,125
2271,96,85,78
2272,97,83,69
2273,89,74,61
2274,92,77,55
2275,106,93,68
2276,102,94,76
2277,76,69,48
2278,47,46,24
2279,37,38,21
2280,47,37,30
2281,30,20,12
2282,21,15,10
2283,13,8,4
2284,39,32,36
2285,20,16,20
2286,4,5,7
2287,10,7,7
2288,17,16,9
2289,12,12,7
2290,19,14,13
2291,66,51,33
2292,88,70,44
2293,104,92,76
2294,156,153,156
2295,194,193,205
2296,217,209,224
2297,235,222,239
2298,241,227,241
2299,243,229,241
2300,245,232,243
2301,249,235,245
2302,251,238,246
2303,246,233,240
2304,239,226,234
2305,228,216,222
2306,224,210,214
2307,231,216,224
2308,227,212,223
2309,230,217,226
2310,242,229,239
2311,246,239,246
2312,242,234,239
2313,224,209,213
2314,203,191,195
2315,199,187,198
2316,204,192,203
2317,207,198,212
2318,196,186,201
2319,131,120,128
2320,129,116,124
2321,124,113,116
2322,132,120,119
2323,142,124,121
2324,163,142,136
2325,115,91,66
2326,94,66,28
2327,99,73,52
2328,102,86,84
2329,138,131,142
2330,123,115,109
2331,107,97,84
2332,94,77,69
2333,97,78,72
2334,85,68,47
2335,86,70,51
2336,98,83,68
2337,79,66,50
2338,48,42,34
2339,35,35,26
2340,30,30,20
2341,32,23,8
2342,36,22,10
2343,46,29,19
2344,62,44,27
2345,49,38,25
2346,24,21,16
2347,28,28,26
2348,43,32,37
2349,86,75,34
2350,136,125,33
2351,133,114,41
2352,108,92,49
2353,95,79,61
2354,129,118,116
2355,178,176,188
2356,203,196,210
2357,233,220,237
2358,238,224,237
2359,239,226,236
2360,245,232,242
2361,248,235,245
2362,245,232,240
2363,236,223,230
2364,223,210,217
2365,216,204,210
2366,211,201,205
2367,211,201,206
2368,220,208,218
2369,230,217,227
2370,230,217,224
2371,221,207,212
2372,201,187,194
2373,190,182,189
2374,203,194,201
2375,224,212,222
2376,240,229,239
2377,244,232,243
2378,238,225,242
2379,218,205,222
2380,186,177,195
2381,138,130,142
2382,128,117,124
2383,128,115,119
2384,151,138,138
2385,164,149,149
2386,142,125,114
2387,120,106,102
2388,111,110,114
2389,137,132,121
2390,143,132,127
2391,176,164,171
2392,178,168,182
2393,181,170,182
2394,144,136,136
2395,146,138,143
2396,117,106,108
2397,99,90,88
2398,93,87,94
2399,82,79,81
2400,46,27,13
2401,64,46,30
2402,101,80,61
2403,106,81,68
2404,97,76,65
2405,87,68,62
2406,101,85,82
2407,104,93,82
2408,137,119,64
2409,132,117,39
2410,112,94,46
2411,110,96,43
2412,102,83,40
2413,87,66,53
2414,111,96,93
2415,157,155,169
2416,184,179,194
2417,228,216,233
2418,233,220,236
2419,233,220,236
2420,242,230,241
2421,241,228,237
2422,235,222,230
2423,222,211,218
2424,215,204,210
2425,209,198,204
2426,203,192,198
2427,206,195,202
2428,219,207,218
2429,218,207,215
2430,205,194,196
2431,190,176,177
2432,205,191,195
2433,219,208,218
2434,226,218,226
2435,231,221,228
2436,237,225,233
2437,240,228,238
2438,234,221,237
2439,229,219,235
2440,234,228,240
2441,236,230,243
2442,208,202,213
2443,210,204,217
2444,227,221,236
2445,222,218,233
2446,226,220,233
2447,232,226,238
2448,209,202,210
2449,176,167,171
2450,224,212,225
2451,199,196,209
2452,170,172,188
2453,166,166,182
2454,161,161,177
2455,185,183,199
2456,164,162,165
2457,133,128,136
2458,104,104,110
2459,96,92,85
2460,80,64,49
2461,125,110,88
2462,137,113,85
2463,116,87,61
2464,96,71,49
2465,99,72,47
2466,94,71,48
2467,115,104,56
2468,109,99,32
2469,88,75,47
2470,89,75,65
2471,91,77,58
2472,83,67,36
2473,60,47,33
2474,96,86,86
2475,145,143,154
2476,186,181,195
2477,222,211,227
2478,230,217,234
2479,231,221,237
2480,235,226,237
2481,232,219,229
2482,228,217,227
2483,219,209,219
2484,208,200,205
2485,198,188,194
2486,195,184,190
2487,203,192,198
2488,205,194,202
2489,195,187,190
2490,177,169,172
2491,195,183,187
2492,203,191,192
2493,210,196,194
2494,199,188,182
2495,204,194,194
2496,214,205,207
2497,229,219,229
2498,234,222,237
2499,231,221,236
2500,217,210,226
2501,210,203,221
2502,216,210,226
2503,215,209,223
2504,212,206,221
2505,203,199,214
2506,204,200,212
2507,219,214,225
2508,230,221,231
2509,192,181,193
2510,218,206,219
2511,205,196,213
2512,186,180,200
2513,170,168,185
2514,195,189,197
2515,135,113,104
2516,90,68,48
2517,106,89,78
2518,95,84,75
2519,106,90,79
2520,107,83,55
2521,125,101,68
2522,109,83,51
2523,117,86,51
2524,85,60,32
2525,89,64,33
2526,56,44,14
2527,87,80,22
2528,58,51,26
2529,49,42,26
2530,47,41,25
2531,60,50,37
2532,67,53,35
2533,89,78,73
2534,140,137,146
2535,162,160,173
2536,203,197,211
2537,218,207,223
2538,229,216,233
2539,229,220,235
2540,226,217,232
2541,220,211,226
2542,220,210,222
2543,217,205,215
2544,205,194,201
2545,194,183,189
2546,197,186,192
2547,196,185,191
2548,188,177,182
2549,164,154,155
2550,168,158,160
2551,160,147,145
2552,156,143,134
2553,165,152,136
2554,176,161,142
2555,186,173,173
2556,195,187,189
2557,213,201,211
2558,225,216,227
2559,222,218,226
2560,198,197,204
2561,191,190,200
2562,181,180,188
2563,167,166,173
2564,165,164,170
2565,162,160,166
2566,150,145,154
2567,165,155,162
2568,168,156,156
2569,155,146,148
2570,147,139,146
2571,185,179,191
2572,201,198,213
2573,203,202,214
2574,157,137,121
2575,128,100,74
2576,100,78,53
2577,82,60,32
2578,67,51,28
2579,80,65,49
2580,83,52,31
2581,66,38,19
2582,91,63,33
2583,106,76,42
2584,116,87,53
2585,93,67,42
2586,25,19,13
2587,40,31,16
2588,34,34,15
2589,34,31,24
2590,43,39,38
2591,45,40,41
2592,67,61,59
2593,122,118,123
2594,188,185,201
2595,203,199,214
2596,215,208,223
2597,221,208,225
2598,228,215,229
2599,218,207,221
2600,212,205,217
2601,204,199,207
2602,204,197,204
2603,199,188,194
2604,197,186,192
2605,190,179,185
2606,185,174,180
2607,183,175,178
2608,160,152,151
2609,147,139,133
2610,131,123,114
2611,128,114,105
2612,144,130,114
2613,156,139,112
2614,167,147,128
2615,189,175,173
2616,195,188,194
2617,207,201,208
2618,210,206,212
2619,204,203,208
2620,197,196,200
2621,187,186,189
2622,172,173,172
2623,139,141,136
2624,110,108,102
2625,96,91,83
2626,107,92,79
2627,106,90,73
2628,103,90,75
2629,117,108,107
2630,159,155,159
2631,181,178,189
2632,198,196,208
2633,185,177,172
2634,150,119,73
2635,127,91,53
2636,98,74,45
2637,79,61,32
2638,61,47,25
2639,51,40,20
2640,133,95,57
2641,145,104,63
2642,147,110,63
2643,141,106,61
2644,136,102,59
2645,108,82,61
2646,65,54,37
2647,45,38,30
2648,36,35,31
2649,41,39,44
2650,51,50,57
2651,77,75,87
2652,117,115,126
2653,175,171,187
2654,206,202,218
2655,214,210,225
2656,216,210,224
2657,220,210,226
2658,214,206,217
2659,203,193,205
2660,195,190,200
2661,190,186,193
2662,184,179,184
2663,188,177,183
2664,187,176,182
2665,180,169,175
2666,174,163,169
2667,174,163,163
2668,153,142,135
2669,130,118,104
2670,120,104,90
2671,129,108,88
2672,141,115,87
2673,157,135,107
2674,180,164,150
2675,194,181,180
2676,205,199,204
2677,198,193,199
2678,199,196,202
2679,197,195,200
2680,187,185,190
2681,178,176,176
2682,149,149,143
2683,110,108,95
2684,83,75,59
2685,91,76,57
2686,102,84,59
2687,87,72,53
2688,84,71,64
2689,86,77,73
2690,103,99,98
2691,127,125,130
2692,153,147,152
2693,120,102,86
2694,128,104,59
2695,126,99,68
2696,113,94,61
2697,83,70,34
2698,57,47,29
2699,46,38,17
2700,159,110,63
2701,156,116,75
2702,137,106,72
2703,112,89,60
2704,87,67,51
2705,75,59,45
2706,85,68,49
2707,68,60,49
2708,57,57,50
2709,70,67,71
2710,98,97,107
2711,138,138,152
2712,172,168,183
2713,199,195,210
2714,208,204,219
2715,211,207,222
2716,209,205,219
2717,207,203,217
2718,196,193,203
2719,187,184,191
2720,180,178,184
2721,173,172,178
2722,169,165,170
2723,181,172,177
2724,180,169,175
2725,169,158,164
2726,177,166,172
2727,159,145,143
2728,143,127,111
2729,136,118,96
2730,118,100,78
2731,108,91,66
2732,120,102,75
2733,146,132,108
2734,180,171,162
2735,205,195,195
2736,207,198,199
2737,199,193,196
2738,197,193,195
2739,184,183,184
2740,172,170,173
2741,156,155,150
2742,120,117,107
2743,90,83,71
2744,85,73,57
2745,84,68,50
2746,77,61,44
2747,61,49,32
2748,50,41,23
2749,55,46,34
2750,49,46,39
2751,58,58,55
2752,80,73,72
2753,87,73,55
2754,92,79,56
2755,123,109,91
2756,103,88,62
2757,81,71,36
2758,75,67,48
2759,109,100,94
2760,135,97,64
2761,101,74,52
2762,86,68,51
2763,76,59,47
2764,91,74,50
2765,114,98,69
2766,104,88,67
2767,96,86,71
2768,94,90,88
2769,116,113,121
2770,149,147,159
2771,169,167,181
2772,192,188,203
2773,200,196,210
2774,205,201,215
2775,202,198,213
2776,202,198,212
2777,194,191,201
2778,181,179,186
2779,171,167,174
2780,167,163,169
2781,158,154,159
2782,165,161,165
2783,173,165,169
2784,176,165,172
2785,177,164,168
2786,168,154,156
2787,153,136,128
2788,147,124,102
2789,144,121,93
2790,135,115,85
2791,112,96,70
2792,115,104,80
2793,140,131,115
2794,191,183,181
2795,202,195,195
2796,194,187,187
2797,190,187,185
2798,178,177,174
2799,161,160,157
2800,152,150,148
2801,122,119,109
2802,99,93,83
2803,77,68,58
2804,73,63,49
2805,73,63,49
2806,68,57,47
2807,61,51,40
2808,59,47,36
2809,60,50,35
2810,61,55,42
2811,54,50,36
2812,56,52,35
2813,76,67,50
2814,104,90,66
2815,117,107,76
2816,134,124,99
2817,132,122,116
2818,154,143,142
2819,183,174,173
2820,74,54,40
2821,67,55,43
2822,91,76,62
2823,115,98,78
2824,134,114,88
2825,132,114,88
2826,128,110,100
2827,123,109,108
2828,135,129,130
2829,155,153,164
2830,169,167,181
2831,189,185,200
2832,195,191,206
2833,200,196,211
2834,199,195,209
2835,197,193,207
2836,195,191,205
2837,177,174,182
2838,161,159,164
2839,158,154,159
2840,151,146,152
2841,146,140,144
2842,162,158,162
2843,162,155,160
2844,171,160,167
2845,175,162,165
2846,159,145,138
2847,150,131,110
2848,149,121,96
2849,141,115,86
2850,123,101,70
2851,109,92,65
2852,126,113,87
2853,169,158,146
2854,195,186,186
2855,188,183,182
2856,178,173,172
2857,168,167,161
2858,156,156,150
2859,144,143,137
2860,134,132,124
2861,110,104,92
2862,99,84,67
2863,85,65,44
2864,91,72,47
2865,108,88,62
2866,110,89,66
2867,125,104,83
2868,128,105,85
2869,121,98,69
2870,112,91,65
2871,120,100,57
2872,137,123,67
2873,129,114,60
2874,128,113,46
2875,109,103,50
2876,121,122,39
2877,142,148,47
2878,109,105,50
2879,100,93,58
